CustomerID,Recency,Frequency,Monetary,Country,Cluster,Segment
11089,553,2,116.09,France,2,Lost/Hibernating
11090,200,9,371.12,Spain,0,At-Risk Spenders
11091,4,3,151.81,Spain,1,Loyal Spenders
11092,1,23,1916.14,United Kingdom,1,Loyal Spenders
11093,6,31,1907.02,Spain,1,Loyal Spenders
11094,48,14,1264.7,Spain,3,Champions
11095,50,3,109.15,United Kingdom,2,Lost/Hibernating
11096,17,15,733.1800000000001,Netherlands,1,Loyal Spenders
11097,310,10,490.91,United Kingdom,0,At-Risk Spenders
11098,94,32,3650.35,Spain,3,Champions
11099,158,26,1291.54,United Kingdom,3,Champions
11100,12,18,804.58,United Kingdom,1,Loyal Spenders
11101,1,15,2462.91,United Kingdom,1,Loyal Spenders
11102,330,3,176.13,United Kingdom,0,At-Risk Spenders
11103,247,10,401.17,United Kingdom,0,At-Risk Spenders
11104,7,23,1132.16,Spain,1,Loyal Spenders
11105,273,6,163.77,Netherlands,0,At-Risk Spenders
11106,352,7,241.92000000000002,France,0,At-Risk Spenders
11107,160,26,1432.42,United Kingdom,3,Champions
11108,9,14,636.54,EIRE,1,Loyal Spenders
11110,1,17,475.94,Spain,1,Loyal Spenders
11111,42,6,159.04,Spain,0,At-Risk Spenders
11112,409,6,113.15,United Kingdom,0,At-Risk Spenders
11113,3,14,959.19,United Kingdom,1,Loyal Spenders
11114,375,3,231.96,Spain,0,At-Risk Spenders
11115,143,8,559.27,Spain,0,At-Risk Spenders
11116,108,66,1855.06,United Kingdom,3,Champions
11117,19,11,224.89,France,1,Loyal Spenders
11118,526,9,485.07,Netherlands,0,At-Risk Spenders
11119,2,14,2746.9500000000003,United Kingdom,1,Loyal Spenders
11120,14,13,328.64,France,1,Loyal Spenders
11121,149,6,254.55,France,0,At-Risk Spenders
11122,51,5,541.9,Netherlands,0,At-Risk Spenders
11123,269,28,3699.85,Germany,3,Champions
11124,10,21,721.47,Germany,1,Loyal Spenders
11125,20,4,177.4,Germany,0,At-Risk Spenders
11126,2,16,612.91,EIRE,1,Loyal Spenders
11127,222,21,737.96,United Kingdom,3,Champions
11128,4,32,1568.78,France,1,Loyal Spenders
11129,270,5,181.75,Spain,0,At-Risk Spenders
11130,547,3,136.8,Germany,2,Lost/Hibernating
11131,308,1,23.400000000000002,Germany,2,Lost/Hibernating
11132,286,5,246.17000000000002,Germany,0,At-Risk Spenders
11133,309,41,1800.24,EIRE,3,Champions
11134,335,24,1438.34,United Kingdom,3,Champions
11136,451,6,413.69,Netherlands,0,At-Risk Spenders
11137,5,3,56.69,United Kingdom,2,Lost/Hibernating
11138,8,26,1460.11,United Kingdom,1,Loyal Spenders
11139,472,3,87.27,Germany,2,Lost/Hibernating
11140,19,7,354.7,France,0,At-Risk Spenders
11141,16,6,135.37,United Kingdom,0,At-Risk Spenders
11142,53,10,295.03000000000003,United Kingdom,0,At-Risk Spenders
11143,225,11,309.76,Netherlands,0,At-Risk Spenders
11144,103,29,859.94,United Kingdom,3,Champions
11146,534,5,244.47,Germany,0,At-Risk Spenders
11147,28,14,429.83,Netherlands,1,Loyal Spenders
11148,346,27,1983.78,United Kingdom,3,Champions
11149,38,8,487.85,France,0,At-Risk Spenders
11150,72,7,278.84000000000003,United Kingdom,0,At-Risk Spenders
11151,9,45,2101.5,France,1,Loyal Spenders
11152,25,21,833.36,EIRE,1,Loyal Spenders
11153,196,15,849.84,United Kingdom,3,Champions
11154,134,2,67.59,Germany,2,Lost/Hibernating
11155,19,23,1042.21,United Kingdom,1,Loyal Spenders
11156,634,2,62.58,United Kingdom,2,Lost/Hibernating
11157,97,2,71.68,United Kingdom,2,Lost/Hibernating
11158,343,3,85.26,Spain,2,Lost/Hibernating
11159,26,12,468.01,Germany,1,Loyal Spenders
11160,26,7,243.66,United Kingdom,0,At-Risk Spenders
11161,378,8,198.87,United Kingdom,0,At-Risk Spenders
11162,279,15,539.37,Netherlands,3,Champions
11163,60,5,153.89,Netherlands,0,At-Risk Spenders
11164,78,5,327.88,United Kingdom,0,At-Risk Spenders
11165,95,36,1674.57,France,3,Champions
11166,426,10,259.55,United Kingdom,0,At-Risk Spenders
11167,660,8,306.12,EIRE,0,At-Risk Spenders
11168,13,8,428.87,United Kingdom,1,Loyal Spenders
11169,479,2,319.63,Netherlands,0,At-Risk Spenders
11170,144,5,185.9,France,0,At-Risk Spenders
11171,10,33,1380.14,EIRE,1,Loyal Spenders
11172,385,19,444.13,EIRE,3,Champions
11173,185,12,323.3,United Kingdom,0,At-Risk Spenders
11174,25,7,718.29,United Kingdom,1,Loyal Spenders
11175,314,2,99.49,Spain,2,Lost/Hibernating
11176,195,3,146.96,EIRE,2,Lost/Hibernating
11177,26,40,1693.3799999999999,United Kingdom,1,Loyal Spenders
11178,642,2,53.68,United Kingdom,2,Lost/Hibernating
11179,149,1,26.439999999999998,Netherlands,2,Lost/Hibernating
11180,229,7,142.71,Germany,0,At-Risk Spenders
11181,339,5,221.14,United Kingdom,0,At-Risk Spenders
11182,18,18,635.76,Spain,1,Loyal Spenders
11183,17,41,1637.97,United Kingdom,1,Loyal Spenders
11184,117,8,1539.19,France,3,Champions
11185,262,7,179.81,Spain,0,At-Risk Spenders
11186,19,22,1094.49,France,1,Loyal Spenders
11187,373,4,186.53,Spain,0,At-Risk Spenders
11188,3,11,244.44,United Kingdom,1,Loyal Spenders
11190,97,13,454.11,EIRE,0,At-Risk Spenders
11191,366,8,503.86,United Kingdom,0,At-Risk Spenders
11192,43,1,57.74,United Kingdom,2,Lost/Hibernating
11193,259,1,17.44,United Kingdom,2,Lost/Hibernating
11194,146,4,387.02,Spain,0,At-Risk Spenders
11195,23,19,6733.6,EIRE,1,Loyal Spenders
11196,170,6,178.4,France,0,At-Risk Spenders
11197,406,11,230.8,United Kingdom,0,At-Risk Spenders
11198,126,25,584.36,Germany,3,Champions
11199,252,3,78.78999999999999,United Kingdom,2,Lost/Hibernating
